Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
648.8197,-0.05175781,0.7753906,0.1152344,-1.34375,-0.0625,-0.1875,-0.1142578,0.7226563,-0.08886719,-0.8125,-1,0.53125,187.6137,180.784
648.8504,-0.06640625,0.7519531,-0.05371094,-0.3125,-1.25,0.59375,-0.1142578,0.7226563,-0.08886719,-0.8125,-1,0.53125,187.6137,180.784
648.8837,-0.06640625,0.7519531,-0.05371094,-0.3125,-1.25,0.59375,-0.0703125,0.6738281,-0.1298828,0.03125,-1.59375,-0.125,187.6137,180.5175
648.921,-0.06640625,0.7519531,-0.05371094,-0.3125,-1.25,0.59375,-0.0703125,0.6738281,-0.1298828,0.03125,-1.59375,-0.125,187.311,180.6051
648.9507,-0.02148438,0.7255859,0.004882813,-0.8125,-0.5,1.15625,-0.01074219,0.6621094,-0.09570313,-0.1875,-0.8125,0,187.311,180.6051
648.9841,-0.02148438,0.7255859,0.004882813,-0.8125,-0.5,1.15625,0.01269531,0.5888672,-0.1083984,-0.125,-0.3125,-0.5,187.311,179.6286
649.0201,-0.02148438,0.7255859,0.004882813,-0.8125,-0.5,1.15625,0.01269531,0.5888672,-0.1083984,-0.125,-0.3125,-0.5,187.7009,179.5982
649.0513,-0.01464844,0.7392578,-0.02441406,0.90625,-1.1875,0.34375,-0.07226563,0.8222656,-0.1503906,0,0.78125,-0.8125,187.7009,179.5982
649.0858,-0.01464844,0.7392578,-0.02441406,0.90625,-1.1875,0.34375,-0.07226563,0.8222656,-0.1503906,0,0.78125,-0.8125,187.7009,180.13
649.1214,-0.01464844,0.7392578,-0.02441406,0.90625,-1.1875,0.34375,-0.07226563,0.8222656,-0.1503906,0,0.78125,-0.8125,187.9468,180.13
649.1513,-0.08007813,0.6777344,-0.1298828,-1.34375,-0.4375,0.03125,-0.09375,0.9189453,-0.08105469,0.21875,-0.875,-0.375,187.9468,180.13
649.1865,-0.08007813,0.6777344,-0.1298828,-1.34375,-0.4375,0.03125,-0.004882813,0.6386719,-0.2041016,0.46875,0.34375,-0.0625,187.9468,180.5779
649.221,-0.08007813,0.6777344,-0.1298828,-1.34375,-0.4375,0.03125,-0.004882813,0.6386719,-0.2041016,0.46875,0.34375,-0.0625,188.1337,180.8667
649.2518,-0.078125,0.6894531,0.0625,0,-0.125,0.40625,-0.1142578,0.90625,-0.05859375,0.21875,-0.4375,0.40625,188.1337,180.8667
649.2864,-0.078125,0.6894531,0.0625,0,-0.125,0.40625,-0.1142578,0.90625,-0.05859375,0.21875,-0.4375,0.40625,188.1337,181.2525
649.3217,0.02636719,0.8857422,-0.1210938,-0.5625,0.65625,0.21875,-0.1142578,0.90625,-0.05859375,0.21875,-0.4375,0.40625,187.6679,181.2525
649.3519,0.02636719,0.8857422,-0.1210938,-0.5625,0.65625,0.21875,-0.1142578,0.90625,-0.05859375,0.21875,-0.4375,0.40625,187.6679,181.2525
649.3855,0.02636719,0.8857422,-0.1210938,-0.5625,0.65625,0.21875,-0.1025391,0.8046875,-0.09570313,-0.0625,-1,0.65625,187.3395,181.2525
649.4339,0.01367188,0.5771484,-0.078125,-0.4375,0.53125,-0.875,0.05859375,0.8193359,-0.1210938,-0.5,0.09375,0.03125,187.3395,180.4386
649.4519,0.01367188,0.5771484,-0.078125,-0.4375,0.53125,-0.875,0.05859375,0.8193359,-0.1210938,-0.5,0.09375,0.03125,187.3395,180.4386
649.4861,0.01367188,0.5771484,-0.078125,-0.4375,0.53125,-0.875,0.05859375,0.8193359,-0.1210938,-0.5,0.09375,0.03125,187.3395,180.4386
649.5212,0.01367188,0.5771484,-0.078125,-0.4375,0.53125,-0.875,-0.09472656,0.8085938,-0.1171875,0.03125,0.03125,-0.375,187.2768,180.5782
649.5548,0.0625,0.7626953,-0.09375,0.21875,-0.0625,0.53125,-0.09472656,0.8085938,-0.1171875,0.03125,0.03125,-0.375,187.2768,180.5782
649.5865,0.0625,0.7626953,-0.09375,0.21875,-0.0625,0.53125,0.04785156,0.6806641,-0.1601563,-0.5,-0.5,0.03125,187.2768,180.5782
649.6224,-0.02539063,0.7871094,-0.04882813,-0.6875,0.03125,0.34375,0.04785156,0.6806641,-0.1601563,-0.5,-0.5,0.03125,187.1631,179.9896
649.6533,-0.02539063,0.7871094,-0.04882813,-0.6875,0.03125,0.34375,0.04785156,0.6806641,-0.1601563,-0.5,-0.5,0.03125,187.1631,179.9896
649.6866,-0.02539063,0.7871094,-0.04882813,-0.6875,0.03125,0.34375,-0.05175781,0.625,-0.08398438,0,0.53125,0.09375,187.4809,179.9896
649.726,0.03710938,0.6904297,-0.1835938,0.40625,-0.4375,0.71875,-0.05175781,0.625,-0.08398438,0,0.53125,0.09375,187.4809,180.1089
649.7535,0.03710938,0.6904297,-0.1835938,0.40625,-0.4375,0.71875,-0.1337891,0.9169922,-0.1933594,0.84375,0,0.59375,187.4809,180.1089
649.787,0.03710938,0.6904297,-0.1835938,0.40625,-0.4375,0.71875,-0.1337891,0.9169922,-0.1933594,0.84375,0,0.59375,187.6841,180.3411
649.8229,-0.1064453,0.7490234,-0.1230469,0.59375,-0.125,0.03125,-0.1337891,0.9169922,-0.1933594,0.84375,0,0.59375,187.6841,180.7726
