Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
166.2719,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,-0.1337891,1.174805,0.3251953,-12.90625,-18.4375,3.40625,177.6766,160.1689
166.3094,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,-0.1337891,1.174805,0.3251953,-12.90625,-18.4375,3.40625,177.6766,164.285
166.3428,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,0.03222656,1.229492,-0.01953125,-9.125,4.1875,0.40625,179.0535,164.285
166.379,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,0.03222656,1.229492,-0.01953125,-9.125,4.1875,0.40625,179.0535,164.285
166.4102,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,0.08398438,1.023438,-0.2382813,-1.59375,12.9375,-1,179.0535,168.912
166.4411,-0.1591797,1.072266,0.05761719,2.5,1.28125,1.21875,0.08398438,1.023438,-0.2382813,-1.59375,12.9375,-1,179.0535,168.7741
166.4731,-0.2509766,1.023438,0.06542969,-1.1875,15.65625,-1.84375,0.1015625,1.030273,-0.2392578,-3.875,-1.46875,1.09375,179.0535,168.7741
166.5095,-0.2509766,1.023438,0.06542969,-1.1875,15.65625,-1.84375,0.1015625,1.030273,-0.2392578,-3.875,-1.46875,1.09375,178.7459,168.7741
166.5421,-0.2509766,1.023438,0.06542969,-1.1875,15.65625,-1.84375,0.1386719,1.061523,-0.1826172,-1.71875,-2.6875,0.65625,178.7459,167.1621
166.5734,-0.2509766,1.023438,0.06542969,-1.1875,15.65625,-1.84375,0.1386719,1.061523,-0.1826172,-1.71875,-2.6875,0.65625,178.7459,167.1621
